budget,id,popularity,release_date,revenue,title,vote_average,vote_count,actor,director,return,release_year,tag
0,124057,0.307075,1997-07-08,0.0,Kids of the Round Table,3.0,1.0,"['Johnny Morina', 'Malcolm McDowell', 'Maggie Castle', 'James Rae']",Robert Tinnell,0.0,1997-01-01,Set modern time Alex find King Arthur sword Excalibur must prove worthy it 'JohnnyMorina 'MalcolmMcDowell 'MaggieCastle 'JamesRae 'RobertTinnell
0,9089,8.416802,1995-11-02,17519169.0,Home for the Holidays,6.3,39.0,"['Holly Hunter', 'Robert Downey Jr.', 'Anne Bancroft', 'Charles Durning']",Jodie Foster,0.0,1995-01-01,After losing job making soon ex-boss finding daughter plan spend Thanksgiving boyfriend Claudia Larson face spending holiday family She wonder survive crazy antics.We 'll every year get right 'Comedy 'Drama 'Romance 'HollyHunter 'RobertDowneyJr 'AnneBancroft 'CharlesDurning 'JodieFoster
0,11010,10.168437,1994-09-22,0.0,The Postman,7.6,181.0,"['Philippe Noiret', 'Massimo Troisi', 'Maria Grazia Cucinotta', 'Renato Scarpa']",Michael Radford,0.0,1994-01-01,Simple Italian postman learns love poetry delivering mail famous poet us woo local beauty Beatrice 'Comedy 'Drama 'Romance 'PhilippeNoiret 'MassimoTroisi 'MariaGraziaCucinotta 'RenatoScarpa 'MichaelRadford
0,99040,0.120789,1995-09-29,0.0,The Confessional,6.5,2.0,"['Lothaire Bluteau', 'Patrick Goyette', 'Jean-Louis Millette', 'Kristin Scott Thomas']",Robert Lepage,0.0,1995-01-01,The year 1952 Quebec City Rachel unmarried pregnant work church Filled shame unburdens guilt young priest confidentiality confessional present year 1989 Pierre Lamontagne returned Quebec attend father funeral meet adopted brother Marc begun questioning identity embarked quest root would lead Quebec 1950s Past present converge complex web intrigue answer mystery lies 'Thriller 'Drama 'Mystery 'LothaireBluteau 'PatrickGoyette 'Jean-LouisMillette 'KristinScottThomas 'RobertLepage
45000000,11359,10.673296,1995-07-14,0.0,The Indian in the Cupboard,5.9,136.0,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins']",Frank Oz,0.0,1995-01-01,nine-year-old boy get plastic Indian cupboard birthday find involved adventure Indian come life befriends him 'Adventure 'Family 'Fantasy 'HalScardino 'Litefoot 'LindsayCrouse 'RichardJenkins 'FrankOz
20000000,17182,4.733526,1996-01-12,0.0,Eye for an Eye,5.8,65.0,"['Sally Field', 'Kiefer Sutherland', 'Ed Harris', ""Beverly D'Angelo""]",John Schlesinger,0.0,1996-01-01,fire brimstone time grieving mother Karen McCann take justice hand kangaroo court Los Angeles fails convict Robert Doob monster raped murdered 17-year-old daughter.What justice fails 'Drama 'Thriller 'SallyField 'KieferSutherland 'EdHarris BeverlyD'Angelo 'JohnSchlesinger
0,2054,7.137117,1995-12-29,106269971.0,Mr. Holland's Opus,6.9,115.0,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis']",Stephen Herek,0.0,1995-01-01,1965 passionate musician Glenn Holland take day job high school music teacher convinced small obstacle road true calling writing historic opus decade roll composition unwritten generation student inspired teaching Holland must redefine life purpose.Of All Lives Changed One That Changed Most Was His Own 'Music 'Drama 'Family 'RichardDreyfuss 'GlenneHeadly 'JayThomas 'OlympiaDukakis 'StephenHerek
0,10607,11.700115,1996-01-12,0.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,"['Shawn Wayans', 'Marlon Wayans', 'Tracey Cherelle Jones', 'Chris Spencer']",Paris Barclay,0.0,1996-01-01,When Ashtray Shawn Wayans move South Central L.A. live father appears age grandmother like talk tough smoke reefer fall gang-banging cousin Loc Dog Marlon Wayans along requisite pistol Uzi carry thermo-nuclear warhead self-defense Will Ashtray able keep living straight life Finally movie prof Justice n't always Poetic Jungle Fever n't always pretty Higher Learning waste time 'Comedy 'ShawnWayans 'MarlonWayans 'TraceyCherelleJones 'ChrisSpencer 'ParisBarclay
0,19760,2.174487,1996-01-12,0.0,Two If by Sea,4.5,14.0,"['Sandra Bullock', 'Denis Leary', 'Yaphet Kotto', 'Stephen Dillane']",Bill Bennett,0.0,1996-01-01,Frank O'Brien petty thief 7-year-long girlfriend Roz want put end unsteady lifestyle last job involves stealing valuable painting Frank take Roz island coast New England want sell painting also hope sagging relationship get positive push back Not everything go planned.A new comedy love laughter larceny 'Comedy 'Romance 'SandraBullock 'DenisLeary 'YaphetKotto 'StephenDillane 'BillBennett
15000000,9536,6.387469,1996-01-12,0.0,Bio-Dome,4.4,110.0,"['Pauly Shore', 'Stephen Baldwin', 'Joey Lauren Adams', 'Teresa Hill']",Jason Bloom,0.0,1996-01-01,Bud Doyle two loser nothing life Both girlfriend actively involved saving environment two friend could n't care le saving Earth One day group scientist begin mission live inside Bio-Dome year without outside contact Bud Doyle mistakenly become part project themselves.Bud Doyle save world But gon save world Bud Doyle 'Comedy 'PaulyShore 'StephenBaldwin 'JoeyLaurenAdams 'TeresaHill 'JasonBloom
0,11525,2.49535,1996-01-12,2409225.0,Lawnmower Man 2: Beyond Cyberspace,2.8,32.0,"['Patrick Bergin', 'Matt Frewer', ""Austin O'Brien"", 'Ely Pouget']",Farhad Mann,0.0,1996-01-01,Jobe resuscitated Jonathan Walker want Jobe create special computer chip would connect computer world one network Walker would control use But Walker n't realize group teenage hacker stop plan.God made simple Science made god Now want revenge 'Action 'ScienceFiction 'PatrickBergin 'MattFrewer AustinO'Brien 'ElyPouget 'FarhadMann
0,40628,4.046208,1995-10-22,0.0,Two Bits,5.4,11.0,"['Jerry Barone', 'Al Pacino', 'Mary Elizabeth Mastrantonio', 'Joe Grifasi']",James Foley,0.0,1995-01-01,hot summer day 1933 South Philly 12-year old Gennaro life widowed mom ailing grandpa sits outside holding tight last quarter promised Gennaro Gennaro would like buy ticket plush new movie theater But grandpa ready pas quarter pas final reward unfinished business woman past enlists Gennaro act emissary.You 're never old believe dream young make one come true 'Drama 'Family 'JerryBarone 'AlPacino 'MaryElizabethMastrantonio 'JoeGrifasi 'JamesFoley
0,4482,2.518051,1995-02-08,0.0,French Twist,6.0,43.0,"['Victoria Abril', 'Josiane Balasko', 'Alain Chabat', 'Ticky Holgado']",Josiane Balasko,0.0,1995-01-01,After learning husband infidelity housewife invite itinerant lesbian move None life ever again 'Comedy 'Romance 'VictoriaAbril 'JosianeBalasko 'AlainChabat 'TickyHolgado 'JosianeBalasko
3500000,10634,14.56965,1995-04-26,28215918.0,Friday,7.0,513.0,"['Ice Cube', 'Chris Tucker', 'Nia Long', 'Tom Lister Jr.']",F. Gary Gray,8.061690857142857,1995-01-01,Craig Smokey two guy Los Angeles hanging porch Friday afternoon smoking drinking looking something do.A lot thursday saturday ... 'Comedy 'IceCube 'ChrisTucker 'NiaLong 'TomListerJr F.GaryGray
19000000,755,15.339153,1996-01-19,25836616.0,From Dusk Till Dawn,6.9,1644.0,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis']",Robert Rodriguez,1.359821894736842,1996-01-01,Seth Gecko younger brother Richard run bloody bank robbery Texas They escape across border Mexico home-free next morning pay local kingpin They survive 'from dusk till dawn rendezvous point turn Hell strip joint.One night stand freedom But going hell night 'Horror 'Action 'Thriller 'Crime 'GeorgeClooney 'QuentinTarantino 'HarveyKeitel 'JulietteLewis 'RobertRodriguez
50000000,11859,5.912223,1995-11-03,11534477.0,Fair Game,4.1,54.0,"['William Baldwin', 'Cindy Crawford', 'Steven Berkoff', 'Christopher McDonald']",Andrew Sipes,0.23068954,1995-01-01,Max Kirkpatrick cop protects Kate McQuean civil law attorney renegade KGB team terminate herHe cop edge She woman dangerous secret And 're ... 'Action 'Thriller 'Romance 'WilliamBaldwin 'CindyCrawford 'StevenBerkoff 'ChristopherMcDonald 'AndrewSipes
0,28387,3.367276,1995-10-06,718490.0,Kicking and Screaming,7.0,36.0,"['Josh Hamilton', ""Olivia d'Abo"", 'Carlos Jacott', 'Eric Stoltz']",Noah Baumbach,0.0,1995-01-01,After college graduation Grover girlfriend Jane tell moving Prague study writing Grover decline accompany deciding instead move several friend n't quite work inertia escape university pull Nobody want make big decision would radically alter life yet none want end like Chet professional student tends bar tenth year university studies.Anxiety love company 'Comedy 'Drama 'Romance 'JoshHamilton Oliviad'Abo 'CarlosJacott 'EricStoltz 'NoahBaumbach
0,48750,1.479446,1995-03-22,0.0,Les Miserables,6.6,8.0,"['Jean-Paul Belmondo', 'Michel Boujenah', 'Alessandra Martines', 'Salomé Lelouch']",Claude Lelouch,0.0,1995-01-01,France World War poor illiterate man Henri Fortin Jean-Paul Belmondo introduced Victor Hugo classic novel Les Misérables begin see parallel book life.In time chaos world change moved book could read become hero never imagined 'Drama 'History 'Jean-PaulBelmondo 'MichelBoujenah 'AlessandraMartines 'SaloméLelouch 'ClaudeLelouch
0,20927,10.412194,1996-01-26,19030691.0,Bed of Roses,5.1,27.0,"['Christian Slater', 'Mary Stuart Masterson', 'Pamela Adlon', 'Josh Brolin']",Michael Goldenberg,0.0,1996-01-01,The seed love planted Lisa high-powered investment banker receives flower secret admirer But fairy-tale fantasy clash workaholic way soon find sometimes harder seems love conquer all.He gave flower She gave chance 'Drama 'Romance 'ChristianSlater 'MaryStuartMasterson 'PamelaAdlon 'JoshBrolin 'MichaelGoldenberg
15000000,36929,2.936443,1996-01-26,2042530.0,Big Bully,3.9,16.0,"['Rick Moranis', 'Tom Arnold', 'Julianne Phillips', 'Carol Kane']",Steve Miner,0.1361686666666666,1996-01-01,writer return hometown face childhood nemesis whose life ultimately ruined bully want relive painful past torturing again.A comedy kid 'Comedy 'Family 'RickMoranis 'TomArnold 'JuliannePhillips 'CarolKane 'SteveMiner
20000000,9102,12.758848,1995-09-08,5781885.0,Screamers,6.1,154.0,"['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin', 'Andrew Lauer']",Christian Duguay,0.28909425,1995-01-01,SIRIUS Year 2078 distant mining planet ravaged decade war scientist created perfect weapon blade-wielding self-replicating race killing device known Screamers designed one purpose hunt destroy enemy life forms.The last scream hear 'Horror 'ScienceFiction 'PeterWeller 'RoyDupuis 'JenniferRubin 'AndrewLauer 'ChristianDuguay
0,124626,0.133893,1995-02-18,0.0,Nico Icon,7.3,3.0,"['Nico', 'Tina Aumont', 'Jackson Browne', 'John Cale']",Susanne Ofteringer,0.0,1995-01-01,look many life Christa Päffgen otherwise known Nico cutie German mädchen first supermodel glamorous diva Velvet Underground cult item junkie hag Many face woman realize could n't bring care enough live 'Documentary 'Nico 'TinaAumont 'JacksonBrowne 'JohnCale 'SusanneOfteringer
0,27526,5.756462,1995-11-15,0.0,The Crossing Guard,6.1,74.0,"['Jack Nicholson', 'David Morse', 'Anjelica Huston', 'Robin Wright']",Sean Penn,0.0,1995-01-01,After daughter died hit run Freddy Gale waited six year John Booth man responsible released prison day release Gale visit Booth announces kill one week Booth us time try make peace entourage even find romance Gale whose life spiraling obsession towards Booth bring edge sanity end week men find collision course .... life cross others collide 'Drama 'Thriller 'JackNicholson 'DavidMorse 'AnjelicaHuston 'RobinWright 'SeanPenn
44000000,9623,6.010579,1996-02-02,0.0,The Juror,5.5,91.0,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt', 'Anne Heche']",Brian Gibson,0.0,1996-01-01,With gangster bos trial murder mob thug known Teacher tell Annie Laird must talk fellow juror not-guilty verdict implying 'll kill son Oliver fails She manages becomes clear mobster might want silence good sends Oliver abroad try gather evidence plot setting final showdown.There defense 'Drama 'Thriller 'DemiMoore 'AlecBaldwin 'JosephGordon-Levitt 'AnneHeche 'BrianGibson
0,46785,1.196256,1995-01-01,0.0,The White Balloon,7.5,20.0,"['Aida Mohammadkhani', 'Mohsen Kafili', 'Fereshteh Sadre Orafaiy', 'Anna Borkowska']",Jafar Panahi,0.0,1995-01-01,Several people try take advantage little girl innocence hustle money mom gave buy goldfish with 'Family 'Drama 'AidaMohammadkhani 'MohsenKafili 'FereshtehSadreOrafaiy 'AnnaBorkowska 'JafarPanahi
8000000,400,4.486179,1995-12-01,529766.0,Things to Do in Denver When You're Dead,6.7,87.0,"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn']",Gary Fleder,0.06622075,1995-01-01,mafia film Tarantino style star-studded cast Jimmy The Saint gangster career finally ended Yet find self favor wise godfather known The Man Plan. Protect Love Honor Avenge 'Drama 'Crime 'AndyGarcía 'ChristopherLloyd 'WilliamForsythe 'BillNunn 'GaryFleder
900000,880,2.030174,1995-09-12,0.0,Antonia's Line,7.2,26.0,"['Willeke van Ammelrooy', 'Els Dottermans', 'Dora van der Groen', 'Veerle van Overloop']",Marleen Gorris,0.0,1995-01-01,After World War Antonia daughter Danielle back Dutch hometown Antonia late mother bestowed small farm upon There Antonia settle join tightly-knit unusual community Those around include quirky friend Crooked Finger would-be suitor Bas eventually Antonia granddaughter great-granddaughter help create strong family empowered women.A motion picture celebrates everything love life 'Drama 'Comedy 'WillekevanAmmelrooy 'ElsDottermans 'DoravanderGroen 'VeerlevanOverloop 'MarleenGorris
0,146599,0.252287,1996-01-26,0.0,Once Upon a Time... When We Were Colored,4.5,2.0,"['Al Freeman, Jr.', 'Phylicia Rashād', 'Paula Kelly', 'Salli Richardson-Whitfield']",Tim Reid,0.0,1996-01-01,This film relates story tightly connected Afro-American community informally called Colored Town inhabitant live depend world racist oppression everywhere told boy called Cliff spent childhood Despite see life community joy sorrow live others decide leave better life north For remaining thing come serious situation one prominent businessman muscled white competitor using racist intimidation response community must make decision whether submit meekly like always finally fight rights 'Romance 'Drama 'AlFreeman 'PhyliciaRashād 'PaulaKelly 'SalliRichardson-Whitfield 'TimReid
0,188588,0.531159,1995-11-22,0.0,Last Summer in the Hamptons,0.0,0.0,"['Victoria Foyt', 'Viveca Lindfors', 'Jon Robin Baitz', 'Savannah Smith Boucher']",Henry Jaglom,0.0,1995-01-01,Filmed entirely location East Hampton Long Island Last Summer Hamptons concern large theatrical family spending last weekend summer together decades-old family retreat economic circumstance forced put market Victoria Foyt play young Hollywood actress whose visit wreaks havoc stellar group family friend led matriarch Viveca Lindfors made extraordinary mix prominent New York actor director playwright course unusual weekend comic well serious situation arise family secret many begin unravel 'VictoriaFoyt 'VivecaLindfors 'JonRobinBaitz 'SavannahSmithBoucher 'HenryJaglom
0,8447,2.15166,1995-09-10,0.0,Angels and Insects,6.3,17.0,"['Mark Rylance', 'Kristin Scott Thomas', 'Patsy Kensit', 'Jeremy Kemp']",Philip Haas,0.0,1995-01-01,Victorian England wealthy patriarch Sir Harald Alabaster invite impoverished biologist William Adamson home There William try continue work distracted Alabaster seductive daughter Eugenia William Eugenia begin torrid romance couple become closer young scientist begin realize dark disturbing thing happening behind closed door Alabaster manor.An elegant seduction erotic deception stunning revelation 'Drama 'Romance 'MarkRylance 'KristinScottThomas 'PatsyKensit 'JeremyKemp 'PhilipHaas
38000000,10534,9.568604,1996-02-02,10300000.0,White Squall,6.3,86.0,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf']",Ridley Scott,0.2710526315789474,1996-01-01,Teenage boy discover discipline camaraderie ill-fated sailing voyage 'Action 'Drama 'JeffBridges 'CarolineGoodall 'JohnSavage 'ScottWolf 'RidleyScott
16000000,17414,4.814825,1996-01-12,0.0,Dunston Checks In,5.1,59.0,"['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd', 'Rupert Everett']",Ken Kwapis,0.0,1996-01-01,Hotel manager Robert Grant forced bos postpone family vacation hotel critic check Trouble critic really villainous jewel thief orangutan assistant named Dunston When Dunston get loose try escape life crime aided Robert son havoc hijinks lot laugh abound turn Five Star Hotel three ring circus 'Adventure 'Comedy 'Family 'JasonAlexander 'FayeDunaway 'EricLloyd 'RupertEverett 'KenKwapis
